Relative Pressure,Indoor Temperature,Indoor Humidity,Outdoor Temperature,Outdoor Humidity,Dewpoint,Windchill,Wind Speed,Wind Direction,Rain Total,Time,Date
30.09,97.7,45,87.8,59,71.7,87.5,5.1,SSE,794.27,16:50,18.08.2009
30.09,97.5,45,87.9,59,71.9,87.6,5.3,SE,794.27,16:55,18.08.2009
30.08,97.5,45,87.9,59,71.9,87.4,6.9,E,794.27,17:00,18.08.2009
30.08,97.5,45,87.9,59,71.9,87.9,0,SE,794.27,17:05,18.08.2009
30.08,97.5,45,87.8,60,72.2,87.8,0,WSW,794.27,17:10,18.08.2009
30.08,97.5,45,87.6,60,72,87.4,4.2,SSE,794.27,17:15,18.08.2009
30.08,97.5,46,87.6,61,72.5,87.6,0.6,ESE,794.27,17:20,18.08.2009
30.08,97.7,46,87.4,62,72.8,86.5,9.8,ESE,794.27,17:25,18.08.2009
30.08,97.7,46,87,62,72.5,86.7,4.9,SSE,794.27,17:30,18.08.2009
30.08,97.7,47,86.7,63,72.6,86.3,5.1,SE,794.27,17:35,18.08.2009
30.07,97.7,47,86.5,64,72.9,86,5.5,ESE,794.27,17:40,18.08.2009
30.07,97.7,47,86.5,64,72.9,84.8,16.3,SE,794.27,17:45,18.08.2009
30.07,97.8,47,86.1,65,73,85.3,7.1,SSW,794.27,17:50,18.08.2009
30.07,97.8,47,86,65,72.9,85.2,6.7,SSE,794.27,17:55,18.08.2009
30.07,97.7,47,85.8,66,73.2,84.7,8.2,SSE,794.27,18:00,18.08.2009
30.07,97.5,47,86,66,73.3,86,3.1,SE,794.27,18:05,18.08.2009
30.07,97.5,47,85.8,66,73.2,85.8,1.3,SSE,794.27,18:10,18.08.2009
30.07,97.5,47,85.8,66,73.2,85.8,2.2,SE,794.27,18:15,18.08.2009
30.07,97.3,47,85.8,66,73.2,85.8,0,SE,794.27,18:20,18.08.2009
30.07,97.3,47,85.8,67,73.6,85.8,0,SE,794.27,18:25,18.08.2009
30.07,97.3,48,85.6,67,73.4,84.7,7.3,SSE,794.27,18:30,18.08.2009
30.07,97.5,48,85.2,67,73.1,85.2,0.2,SE,794.27,18:35,18.08.2009
30.07,97.5,48,85.2,68,73.5,84.9,4.6,ENE,794.27,18:40,18.08.2009
30.07,97.5,48,85.2,68,73.5,85.2,2.6,SE,794.27,18:45,18.08.2009
30.07,97.7,48,85.2,68,73.5,85.2,1.7,SE,794.27,18:50,18.08.2009
30.07,97.5,48,85.2,68,73.5,84.1,8.2,SE,794.27,18:55,18.08.2009
30.07,97.5,48,85.2,68,73.5,85.2,1.3,SE,794.27,19:00,18.08.2009
30.07,97.5,48,85.2,68,73.5,85.2,0,SE,794.27,19:05,18.08.2009
30.07,97.5,49,85.2,68,73.5,85.2,0,SE,794.27,19:10,18.08.2009
30.07,97.5,49,85.2,68,73.5,85.2,0,SSE,794.27,19:15,18.08.2009
30.07,97.3,48,85.6,67,73.4,85.6,0,SE,794.27,19:20,18.08.2009
30.08,97.1,48,85.8,66,73.2,85.8,1.1,SE,794.27,19:25,18.08.2009
30.08,97.1,48,86,65,72.9,86,0.6,SE,794.27,19:30,18.08.2009
30.08,97.1,48,86.3,64,72.8,86.3,2.2,SSE,794.27,19:35,18.08.2009
30.08,97.1,48,86.5,64,72.9,86.5,0,SE,794.27,19:40,18.08.2009
30.08,97.1,48,86.5,63,72.5,86.5,0,ESE,794.27,19:45,18.08.2009
30.08,96.9,48,86.7,60,71.2,86.7,1.3,WSW,794.27,19:50,18.08.2009
30.08,96.8,48,86.9,59,70.9,86.9,0,WSW,794.27,19:55,18.08.2009
30.08,96.6,48,87,59,71,86.9,4.2,SW,794.27,20:00,18.08.2009
30.08,96.4,48,87.2,59,71.2,86.7,6,WSW,794.27,20:05,18.08.2009
30.08,96.2,48,87.2,58,70.7,87.2,2.4,W,794.27,20:10,18.08.2009
30.08,96,48,87.4,58,70.9,87.4,0,SW,794.27,20:15,18.08.2009
30.08,96,48,87.2,58,70.7,87.2,0,WSW,794.27,20:20,18.08.2009
30.08,95.9,48,87.4,59,71.4,87.4,1.1,SSE,794.27,20:25,18.08.2009
30.08,95.7,48,87.2,61,72.2,87.2,0,SE,794.27,20:30,18.08.2009
30.08,95.7,48,87,61,72,87,0,SSE,794.27,20:35,18.08.2009
30.09,95.7,48,87,62,72.5,87,0,SE,794.27,20:40,18.08.2009
30.09,95.7,48,86.9,62,72.3,86.9,1.7,SSE,794.27,20:45,18.08.2009
30.09,95.7,48,86.7,62,72.2,86.7,0,ESE,794.27,20:50,18.08.2009
30.09,95.7,48,86.5,63,72.5,86.5,0,SSE,794.27,20:55,18.08.2009
30.09,95.7,48,86.5,64,72.9,86.5,0,SE,794.27,21:00,18.08.2009
30.09,95.9,49,86.1,66,73.5,86.1,3.3,SSE,794.27,21:05,18.08.2009
30.09,95.9,49,85.8,67,73.6,85.8,0,SW,794.27,21:10,18.08.2009
30.09,95.9,49,85.8,67,73.6,85.8,0,SE,794.27,21:15,18.08.2009
30.09,95.9,49,85.6,68,73.9,85.6,0,ESE,794.27,21:20,18.08.2009
30.1,95.9,49,85.6,68,73.9,85.6,0,W,794.27,21:25,18.08.2009
30.1,95.7,49,85.2,68,73.5,85.2,0,E,794.27,21:30,18.08.2009
30.1,95.7,50,85.2,68,73.5,85.2,0,WSW,794.27,21:35,18.08.2009
30.09,95.7,50,85.2,68,73.5,85.2,0,W,794.27,21:40,18.08.2009
30.09,95.5,50,85.1,69,73.8,84.3,6,SSE,794.27,21:45,18.08.2009
30.09,95.7,50,85.1,69,73.8,85.1,0,WSW,794.27,21:50,18.08.2009
30.1,95.7,50,84.9,69,73.6,84.9,0,W,794.27,21:55,18.08.2009
30.11,95.7,50,84.9,69,73.6,84.6,4.2,NNW,794.27,22:00,18.08.2009
30.12,95.7,49,83.4,62,69.1,82.6,5.8,NNW,794.27,22:05,18.08.2009
30.12,95.3,48,81.1,66,68.7,79.9,6.2,W,794.29,22:10,18.08.2009
30.13,94.6,47,78.6,69,67.6,76.6,7.1,NW,794.41,22:15,18.08.2009
30.12,94.2,48,76.6,72,66.9,76.6,0,NNW,794.59,22:20,18.08.2009
30.12,93.9,49,75.9,73,66.6,75.9,0,NNW,794.61,22:25,18.08.2009
30.11,93.9,49,75.7,75,67.3,75.7,0,N,794.64,22:30,18.08.2009
30.1,93.7,49,75.5,76,67.5,75.5,0,WNW,794.66,22:35,18.08.2009
30.1,93.9,49,75.3,76,67.3,75.3,0,W,794.66,22:40,18.08.2009
30.1,93.7,49,75.5,76,67.5,75.5,0,NW,794.66,22:45,18.08.2009
30.1,93.7,50,75.7,77,68,75.7,0,W,794.66,22:50,18.08.2009
30.1,93.7,50,76.1,76,68,76.1,0,WSW,794.66,22:55,18.08.2009
30.11,93.7,50,76.2,76,68.2,76.2,0,WSW,794.66,23:00,18.08.2009
30.11,93.7,50,76.6,74,67.7,76.6,0,W,794.66,23:05,18.08.2009
30.11,93.7,49,76.8,73,67.5,76.8,0,NNW,794.66,23:10,18.08.2009
30.1,93.5,49,76.8,73,67.5,76.8,0,WSW,794.66,23:15,18.08.2009
30.11,93.5,49,76.8,73,67.5,76.8,0,WSW,794.66,23:20,18.08.2009
30.1,93.5,49,76.8,73,67.5,76.8,0,NNW,794.66,23:25,18.08.2009
30.1,93.5,49,76.8,72,67.1,76.8,3.5,WSW,794.66,23:30,18.08.2009
30.11,93.5,49,76.8,72,67.1,76.8,0,WNW,794.66,23:35,18.08.2009
30.1,93.3,49,76.6,72,66.9,76.6,0,W,794.66,23:40,18.08.2009
30.1,93.2,49,76.6,72,66.9,76.6,0,SW,794.66,23:45,18.08.2009
30.1,93.3,49,76.6,71,66.5,76.6,0,W,794.66,23:50,18.08.2009
30.1,93.2,49,76.6,71,66.5,76.6,0,WSW,794.66,23:55,18.08.2009
30.1,93.2,49,76.6,71,66.5,76.6,0,WSW,794.66,0:00,19.08.2009
30.1,93.2,48,76.6,71,66.5,76.6,0,SW,794.66,0:05,19.08.2009
30.1,93,48,76.4,71,66.4,76.4,0,WSW,794.66,0:10,19.08.2009
30.1,92.8,48,76.2,71,66.2,76.2,0,WSW,794.66,0:15,19.08.2009
30.09,92.8,48,76.2,71,66.2,76.2,0,WSW,794.66,0:20,19.08.2009
30.09,92.6,48,76.2,71,66.2,76.2,0,W,794.66,0:25,19.08.2009
30.1,92.6,48,76.1,71,66,76.1,0,SW,794.66,0:30,19.08.2009
30.09,92.4,48,76.1,72,66.4,76.1,0,SSE,794.66,0:35,19.08.2009
30.09,92.6,48,75.9,72,66.2,75.9,0,WSW,794.66,0:40,19.08.2009
30.09,92.4,48,75.9,72,66.2,75.9,0,WSW,794.66,0:45,19.08.2009
30.09,92.4,48,75.9,72,66.2,75.9,0,WSW,794.66,0:50,19.08.2009
30.09,92.3,48,75.9,72,66.2,75.9,0,SSE,794.66,0:55,19.08.2009
30.09,92.3,48,75.9,72,66.2,75.9,0,SE,794.66,1:00,19.08.2009
30.09,92.1,48,75.9,73,66.6,75.9,0,WSW,794.66,1:05,19.08.2009
30.09,92.1,48,75.9,73,66.6,75.9,0,WSW,794.66,1:10,19.08.2009
30.09,92.3,48,76.1,72,66.4,76.1,0,WSW,794.66,1:15,19.08.2009
30.09,92.1,48,76.2,72,66.6,76.2,0,WNW,794.66,1:20,19.08.2009
30.09,92.3,48,76.2,72,66.6,76.2,0,WSW,794.66,1:25,19.08.2009
30.09,92.3,48,76.2,72,66.6,76.2,0,WSW,794.66,1:30,19.08.2009
30.09,92.3,48,76.2,72,66.6,76.2,0,WSW,794.66,1:35,19.08.2009
30.09,91.9,48,76.2,72,66.6,76.2,0,W,794.66,1:40,19.08.2009
30.08,91.7,48,76.2,72,66.6,76.2,0,W,794.66,1:45,19.08.2009
30.08,91.7,48,76.2,72,66.6,76.2,0,SE,794.66,1:50,19.08.2009
30.08,91.7,48,76.2,72,66.6,76.2,0,NW,794.66,1:55,19.08.2009
30.09,91.7,48,76.2,72,66.6,76.2,0,N,794.66,2:00,19.08.2009
30.08,91.7,48,76.2,72,66.6,76.2,0,NW,794.66,2:05,19.08.2009
30.09,91.5,48,76.2,72,66.6,76.2,0,NNW,794.66,2:10,19.08.2009
30.09,91.5,48,76.2,72,66.6,76.2,0,NW,794.66,2:15,19.08.2009
30.08,91.5,48,76.4,72,66.8,76.4,0,WSW,794.66,2:20,19.08.2009
30.08,91.4,48,76.4,72,66.8,76.4,0,WSW,794.66,2:25,19.08.2009
30.08,91.4,48,76.4,72,66.8,76.4,0,WSW,794.66,2:30,19.08.2009
30.08,91.4,48,76.4,72,66.8,76.4,0,WSW,794.66,2:35,19.08.2009
30.08,91.4,48,76.6,72,66.9,76.6,0,WNW,794.66,2:40,19.08.2009
30.08,91.4,48,76.6,72,66.9,76.6,0,SW,794.66,2:45,19.08.2009
30.08,91,49,76.6,72,66.9,76.6,0,WSW,794.66,2:50,19.08.2009
30.08,91,49,76.6,72,66.9,76.6,0,WSW,794.66,2:55,19.08.2009
30.07,91,49,76.6,72,66.9,76.6,0,WSW,794.66,3:00,19.08.2009
30.08,91,49,76.6,72,66.9,76.6,0,SSW,794.66,3:05,19.08.2009
30.08,91,49,76.6,72,66.9,76.6,0,WSW,794.66,3:10,19.08.2009
30.08,91,49,76.8,72,67.1,76.8,0,W,794.66,3:15,19.08.2009
30.07,91,49,76.8,72,67.1,76.8,0,SW,794.66,3:20,19.08.2009
30.07,91,49,76.8,73,67.5,76.8,0,SW,794.66,3:25,19.08.2009
30.07,91,49,76.6,73,67.3,76.6,0,SE,794.66,3:30,19.08.2009
30.07,90.8,49,76.6,73,67.3,76.6,0,SSE,794.66,3:35,19.08.2009
30.07,90.8,49,76.6,73,67.3,76.6,0,SE,794.66,3:40,19.08.2009
30.07,91,49,76.2,73,67,76.2,0,SSE,794.66,3:45,19.08.2009
30.07,91,49,76.1,74,67.2,76.1,0,SSE,794.66,3:50,19.08.2009
30.07,91,49,76.1,74,67.2,76.1,0,SE,794.66,3:55,19.08.2009
30.07,90.8,49,76.1,74,67.2,76.1,0,S,794.66,4:00,19.08.2009
30.07,90.8,49,76.1,74,67.2,76.1,0,W,794.66,4:05,19.08.2009
30.07,90.8,49,76.1,74,67.2,76.1,0,W,794.66,4:10,19.08.2009
30.07,90.8,49,75.9,75,67.4,75.9,0,W,794.66,4:15,19.08.2009
30.07,90.6,49,75.9,75,67.4,75.9,0,SSE,794.66,4:20,19.08.2009
30.07,90.6,49,75.9,75,67.4,75.9,0,W,794.66,4:25,19.08.2009
30.07,90.6,49,75.9,75,67.4,75.9,0,WSW,794.66,4:30,19.08.2009
30.07,90.6,49,75.9,75,67.4,75.9,0,SSW,794.66,4:35,19.08.2009
30.07,90.8,49,75.9,75,67.4,75.9,0,WSW,794.66,4:40,19.08.2009
30.07,90.6,49,75.9,75,67.4,75.9,0,WSW,794.66,4:45,19.08.2009
30.07,90.6,50,75.9,75,67.4,75.9,0,WSW,794.66,4:50,19.08.2009
30.07,90.6,50,75.9,75,67.4,75.9,0,W,794.66,4:55,19.08.2009
30.07,90.6,50,75.7,76,67.6,75.7,0,SW,794.66,5:00,19.08.2009
30.07,90.6,50,75.7,76,67.6,75.7,0,WSW,794.66,5:05,19.08.2009
30.07,90.6,50,75.7,76,67.6,75.7,0,WSW,794.66,5:10,19.08.2009
30.07,90.6,50,75.7,76,67.6,75.7,0,SW,794.66,5:15,19.08.2009
30.07,90.6,50,75.5,76,67.5,75.5,0,WSW,794.66,5:20,19.08.2009
30.07,90.6,50,75.5,76,67.5,75.5,0,W,794.66,5:25,19.08.2009
30.07,90.6,50,75.5,76,67.5,75.5,0,W,794.66,5:30,19.08.2009
30.06,90.5,50,75.3,76,67.3,75.3,0,WSW,794.66,5:35,19.08.2009
30.07,90.5,50,75.3,76,67.3,75.3,0,WSW,794.66,5:40,19.08.2009
30.06,90.5,50,75.3,78,68,75.3,0,WSW,794.66,5:45,19.08.2009
30.06,90.5,50,75.3,77,67.7,75.3,0,W,794.66,5:50,19.08.2009
30.06,90.5,50,75.3,78,68,75.3,0,W,794.66,5:55,19.08.2009
30.06,90.3,50,75.3,78,68,75.3,0,SE,794.66,6:00,19.08.2009
30.07,90.3,50,75.3,78,68,75.3,0,SSE,794.66,6:05,19.08.2009
30.07,90.3,50,75.3,78,68,75.3,0,SSE,794.66,6:10,19.08.2009
30.07,90.3,50,75.3,78,68,75.3,0,WSW,794.66,6:15,19.08.2009
30.07,90.3,50,75.3,78,68,75.3,0,SSE,794.66,6:20,19.08.2009
30.07,90.3,50,75.3,78,68,75.3,0,S,794.66,6:25,19.08.2009
30.07,90.3,50,75.3,78,68,75.3,0,W,794.66,6:30,19.08.2009
30.07,90.3,50,75.5,78,68.2,75.5,0,WSW,794.66,6:35,19.08.2009
30.07,90.3,50,75.5,78,68.2,75.5,0,W,794.66,6:40,19.08.2009
30.07,90.3,51,75.7,78,68.4,75.7,0,WSW,794.66,6:45,19.08.2009
30.07,90.1,51,75.9,78,68.6,75.9,0,SW,794.66,6:50,19.08.2009
30.07,90.1,51,75.9,77,68.2,75.9,0,WSW,794.66,6:55,19.08.2009
30.07,90.1,51,75.9,77,68.2,75.9,0,NNW,794.66,7:00,19.08.2009
30.07,90.1,51,75.9,77,68.2,75.9,0,W,794.66,7:05,19.08.2009
30.07,90.1,51,76.1,77,68.4,76.1,0,W,794.66,7:10,19.08.2009
30.07,90.1,51,76.4,77,68.7,76.4,0,NW,794.66,7:15,19.08.2009
30.08,90.1,51,76.6,77,68.9,76.6,0,WSW,794.66,7:20,19.08.2009
30.08,90.1,51,76.8,76,68.7,76.8,0,W,794.66,7:25,19.08.2009
30.08,90.1,51,77.1,76,69,77.1,0,WNW,794.66,7:30,19.08.2009
30.08,90.1,51,77.5,75,69,77.5,0,W,794.66,7:35,19.08.2009
30.08,90.1,51,77.7,75,69.2,77.7,0,WSW,794.66,7:40,19.08.2009
30.08,90.1,51,78,75,69.5,78,0,WSW,794.66,7:45,19.08.2009
30.08,90.1,51,78.4,74,69.5,78.4,0,W,794.66,7:50,19.08.2009
30.09,90.1,51,78.6,74,69.6,78.6,0,W,794.66,7:55,19.08.2009
30.09,90.1,51,78.9,73,69.6,78.9,0,WSW,794.66,8:00,19.08.2009
30.09,90.1,51,79.1,73,69.8,79.1,0,WSW,794.66,8:05,19.08.2009
30.09,90.1,51,79.5,72,69.7,79.5,0,W,794.66,8:10,19.08.2009
30.09,90.1,51,79.8,72,70,79.8,0,N,794.66,8:15,19.08.2009
30.1,89.9,51,80.2,71,70,80.2,0,WNW,794.66,8:20,19.08.2009
30.1,89.9,51,80.6,71,70.3,80.6,0,NW,794.66,8:25,19.08.2009
30.1,89.9,51,81.1,70,70.4,81.1,0,NW,794.66,8:30,19.08.2009
30.1,89.7,51,81.6,69,70.5,81.6,0,NW,794.66,8:35,19.08.2009
30.09,89.7,51,82.2,68,70.6,82.2,0,WNW,794.66,8:40,19.08.2009
30.09,89.6,52,83.1,67,71,83.1,0,NNW,794.66,8:45,19.08.2009
30.09,89.6,52,83.8,65,70.8,83.8,0,NNW,794.66,8:50,19.08.2009
30.09,89.4,52,84.3,65,71.3,84.3,0,W,794.66,8:55,19.08.2009
30.1,89.2,52,85.6,63,71.6,85.6,0,W,794.66,9:00,19.08.2009
30.1,89.2,52,86.1,62,71.6,86.1,0,W,794.66,9:05,19.08.2009
30.09,89.4,52,86.7,61,71.7,86.7,0,WSW,794.66,9:10,19.08.2009
30.09,89.6,52,87.4,59,71.4,87.4,0,WSW,794.66,9:15,19.08.2009
30.09,89.4,52,87.9,58,71.4,87.9,3.1,NNW,794.66,9:20,19.08.2009
30.09,89.4,52,88.1,58,71.5,88.1,2.9,NW,794.66,9:25,19.08.2009
30.09,89.2,52,88.3,58,71.7,88.3,0,W,794.66,9:30,19.08.2009
30.09,89.2,52,88.7,57,71.5,88.7,0,NNW,794.66,9:35,19.08.2009
30.09,89.2,52,89.2,56,71.5,89.2,0,NNW,794.66,9:40,19.08.2009
30.09,89.2,52,89.4,56,71.7,89.4,0,NNW,794.66,9:45,19.08.2009
30.09,89.2,52,89.6,56,71.8,89.6,0,W,794.66,9:50,19.08.2009
30.09,89.2,52,89.7,56,72,89.7,0,NW,794.66,9:55,19.08.2009
30.09,89.2,52,90.5,55,72.1,90.5,0,WSW,794.66,10:00,19.08.2009
30.09,89.2,52,90.6,54,71.8,90.6,0,NNW,794.66,10:05,19.08.2009
30.09,89.2,52,91.2,53,71.7,91.2,0,NNW,794.66,10:10,19.08.2009
30.09,89.2,52,91.7,52,71.6,91.7,0,W,794.66,10:15,19.08.2009
30.09,89.2,52,91.9,51,71.2,91.9,0,WSW,794.66,10:20,19.08.2009
30.08,89.2,52,91.9,51,71.2,91.9,0,W,794.66,10:25,19.08.2009
30.09,89.2,52,91.9,51,71.2,91.9,0,WNW,794.66,10:30,19.08.2009
30.09,89.2,52,92.1,51,71.4,92.1,0,W,794.66,10:35,19.08.2009
30.09,89.4,51,92.8,51,72.1,92.8,0,W,794.66,10:40,19.08.2009
30.09,89.4,51,93,50,71.6,93,0,NW,794.66,10:45,19.08.2009
30.09,89.4,51,93,50,71.6,93,0,WNW,794.66,10:50,19.08.2009
30.09,89.6,51,93,50,71.6,93,0,WNW,794.66,10:55,19.08.2009
30.09,89.4,51,93,50,71.6,93,0,NW,794.66,11:00,19.08.2009
30.09,89.4,51,93,50,71.6,93,4.6,NW,794.66,11:05,19.08.2009
30.09,89.4,51,93,49,71.1,93,0,NNW,794.66,11:10,19.08.2009
30.09,89.4,51,93,49,71.1,93,0,W,794.66,11:15,19.08.2009
30.09,89.4,51,93.2,49,71.2,93.2,0,WNW,794.66,11:20,19.08.2009
30.09,89.4,51,93.3,49,71.4,93.3,2.2,NNW,794.66,11:25,19.08.2009
30.09,89.6,51,93.7,49,71.7,93.7,0,NW,794.66,11:30,19.08.2009
30.09,89.6,51,94.2,48,71.6,94.2,0,NNW,794.66,11:35,19.08.2009
30.09,89.6,51,94.6,47,71.3,94.6,6,WSW,794.66,11:40,19.08.2009
30.09,89.4,51,94.6,46,70.7,94.6,0,WNW,794.66,11:45,19.08.2009
30.09,89.4,51,94.2,46,70.3,94.2,0.2,NW,794.66,11:50,19.08.2009
30.09,89.4,51,94.2,46,70.3,94.2,2,W,794.66,11:55,19.08.2009
30.09,89.4,51,94.2,46,70.3,94.2,0,NW,794.66,12:00,19.08.2009
30.09,89.4,51,94.1,47,70.8,94.1,0,NNW,794.66,12:05,19.08.2009
30.08,89.4,51,93.7,46,69.9,93.7,0,W,794.66,12:10,19.08.2009
30.09,89.4,51,94.1,48,71.4,94.1,0,WNW,794.66,12:15,19.08.2009
30.08,89.4,51,94.6,47,71.3,94.6,0,WNW,794.66,12:20,19.08.2009
30.08,89.6,51,95.1,47,71.8,95.1,0,NW,794.66,12:25,19.08.2009
30.08,89.6,51,96,46,72,96,0,NW,794.66,12:30,19.08.2009
30.07,89.6,51,96,45,71.3,96,0,NNW,794.66,12:35,19.08.2009
30.07,89.6,51,95.9,46,71.8,95.9,0,WSW,794.66,12:40,19.08.2009
30.07,89.6,51,96,45,71.3,96,0,N,794.66,12:45,19.08.2009
30.07,89.7,51,96.4,46,72.3,96.4,0,N,794.66,12:50,19.08.2009
30.08,89.9,51,96,45,71.3,96,0,NW,794.66,12:55,19.08.2009
30.07,89.9,51,96.4,46,72.3,96.4,0.8,NW,794.66,13:00,19.08.2009
30.07,89.9,51,96.4,45,71.6,96.4,0,W,794.66,13:05,19.08.2009
30.07,89.9,51,96.4,45,71.6,96.4,0,NW,794.66,13:10,19.08.2009
30.07,89.9,51,96.4,45,71.6,96.4,0,NW,794.66,13:15,19.08.2009
30.07,90.1,51,96.6,45,71.8,96.6,0,WNW,794.66,13:20,19.08.2009
30.06,90.1,51,97.3,45,72.5,97.3,0,NW,794.66,13:25,19.08.2009
30.07,90.1,51,98,43,71.8,98,0,NW,794.66,13:30,19.08.2009
30.07,90.3,51,98.2,42,71.2,98.2,0,NNW,794.66,13:35,19.08.2009
30.07,90.3,51,98.2,42,71.2,98.2,0,NNW,794.66,13:40,19.08.2009
30.06,90.3,51,98.4,42,71.4,98.4,0.6,W,794.66,13:45,19.08.2009
30.06,90.3,51,98.4,42,71.4,98.4,0,N,794.66,13:50,19.08.2009
30.07,90.5,51,98.2,42,71.2,98.2,0,SW,794.66,13:55,19.08.2009
30.07,90.5,51,98.2,42,71.2,98.2,0,NW,794.66,14:00,19.08.2009
30.07,90.6,51,98.2,42,71.2,98.2,0,SW,794.66,14:05,19.08.2009
30.07,90.6,51,97.8,42,70.9,97.8,0,W,794.66,14:10,19.08.2009
30.07,90.8,50,97.7,43,71.4,97.7,0,W,794.66,14:15,19.08.2009
30.07,91,50,97.7,42,70.7,97.7,0,WSW,794.66,14:20,19.08.2009
30.06,91,50,97.3,42,70.4,97.3,0,WSW,794.66,14:25,19.08.2009
30.06,91,50,96.4,43,70.3,96.4,0,NW,794.66,14:30,19.08.2009
30.06,91.2,50,96,43,70,96,0,NW,794.66,14:35,19.08.2009
30.06,91.2,50,95.9,43,69.8,95.9,0,NW,794.66,14:40,19.08.2009
30.06,91.2,50,96,43,70,96,1.1,WNW,794.66,14:45,19.08.2009
30.05,91.2,50,96.2,43,70.1,96.2,0,W,794.66,14:50,19.08.2009
30.05,91.2,50,95.9,44,70.5,95.9,0,WNW,794.66,14:55,19.08.2009
30.05,91.2,50,95.1,44,69.8,95.1,0,NW,794.66,15:00,19.08.2009
30.05,91.4,50,95,45,70.3,95,0,NW,794.66,15:05,19.08.2009
30.05,91.4,50,94.8,45,70.2,94.8,0,WNW,794.66,15:10,19.08.2009
30.05,91.4,50,95.3,45,70.7,95.3,0,SSE,794.66,15:15,19.08.2009
30.05,91.5,50,95.7,44,70.3,95.7,0,SE,794.66,15:20,19.08.2009
30.04,91.7,50,95.7,44,70.3,95.7,0,N,794.66,15:25,19.08.2009
30.05,91.7,50,95.3,44,70,95.3,2.6,WSW,794.66,15:30,19.08.2009
30.04,91.7,50,95,44,69.7,95,0,S,794.66,15:35,19.08.2009
30.05,91.9,49,94.8,44,69.5,94.8,0,W,794.66,15:40,19.08.2009
30.04,91.9,49,94.2,45,69.7,94.2,0,SSE,794.66,15:45,19.08.2009
30.04,91.9,49,93.9,45,69.4,93.9,0,NNW,794.66,15:50,19.08.2009
30.05,91.9,49,93.9,45,69.4,93.9,0,W,794.66,15:55,19.08.2009
30.05,92.1,49,93.7,46,69.9,93.7,2.2,SE,794.66,16:00,19.08.2009
30.04,92.3,49,93.7,46,69.9,93.7,0,W,794.66,16:05,19.08.2009
30.04,92.4,49,93.5,46,69.7,93.5,0,SW,794.66,16:10,19.08.2009
30.04,92.4,49,93.7,46,69.9,93.7,0,SSW,794.66,16:15,19.08.2009
30.04,92.6,49,93.7,46,69.9,93.7,1.3,SSE,794.66,16:20,19.08.2009
30.04,92.8,49,93.3,46,69.5,93.3,0,SE,794.66,16:25,19.08.2009
30.04,92.8,49,93.3,46,69.5,93.3,0,S,794.66,16:30,19.08.2009
30.04,92.8,48,93.3,46,69.5,93.3,0,W,794.66,16:35,19.08.2009
30.04,92.8,48,93.2,46,69.4,93.2,0,ESE,794.66,16:40,19.08.2009
30.04,92.8,48,93,46,69.2,93,0,S,794.66,16:45,19.08.2009
30.04,93,48,92.8,47,69.7,92.8,0,SSE,794.66,16:50,19.08.2009
30.04,92.8,48,92.4,47,69.3,92.4,0,SSW,794.66,16:55,19.08.2009
30.04,93,48,91.9,49,70.1,91.9,0,W,794.66,17:00,19.08.2009
30.04,93,48,91.5,50,70.3,91.5,1.1,WSW,794.66,17:05,19.08.2009
30.04,93,48,91,51,70.4,91,0,W,794.66,17:10,19.08.2009
30.04,93,48,91,51,70.4,91,0,WSW,794.66,17:15,19.08.2009
30.04,93.2,48,91,51,70.4,91,0,S,794.66,17:20,19.08.2009
30.04,93.2,49,90.6,50,69.5,90.6,0,W,794.66,17:25,19.08.2009
30.03,93.2,49,90.6,50,69.5,90.6,0,WSW,794.66,17:30,19.08.2009
30.04,93.2,49,90.6,50,69.5,90.6,0,SW,794.66,17:35,19.08.2009
30.04,93.2,49,90.6,51,70.1,90.6,0.8,WSW,794.66,17:40,19.08.2009
30.04,93.2,49,90.5,51,69.9,90.5,0,SE,794.66,17:45,19.08.2009
30.04,93.2,49,90.5,51,69.9,90.5,0,SE,794.66,17:50,19.08.2009
30.03,93.3,49,90.3,52,70.3,90.3,0,SE,794.66,17:55,19.08.2009
30.04,93.5,49,90.1,52,70.2,90.1,0,ENE,794.66,18:00,19.08.2009
30.04,93.9,49,89.4,53,70,89.4,2.2,SSE,794.66,18:05,19.08.2009
30.03,94.2,49,88.8,53,69.6,88.8,3.5,SE,794.66,18:10,19.08.2009
30.04,94.4,49,88.5,54,69.8,88,7.1,SSE,794.66,18:15,19.08.2009
30.04,94.6,49,88.1,54,69.4,88.1,0,SE,794.66,18:20,19.08.2009
30.04,94.6,48,87.6,55,69.5,87.6,2.6,S,794.66,18:25,19.08.2009
30.04,94.6,48,87.6,55,69.5,87.6,3.3,SE,794.66,18:30,19.08.2009
30.04,94.6,48,87.6,56,70,87.6,0.6,ESE,794.66,18:35,19.08.2009
30.05,94.6,48,86.9,58,70.4,86.5,4.9,SE,794.66,18:40,19.08.2009
30.04,94.6,48,86.7,58,70.2,86.7,0,SSE,794.66,18:45,19.08.2009
30.04,94.4,49,86.7,59,70.7,86.7,0,SE,794.66,18:50,19.08.2009
30.04,94.2,49,86.7,59,70.7,86.7,0,SE,794.66,18:55,19.08.2009
30.04,94.2,49,86.7,58,70.2,86.7,0,SE,794.66,19:00,19.08.2009
30.04,94.1,49,86.7,59,70.7,86.7,0,W,794.66,19:05,19.08.2009
